"Path","Bytes","SHA256"
"assets/cg/17.png","3351009","A68473AC8481A83BFF0B0B84B89D48FA354D32F0236F8A702EAEC225020F557C"
"assets/cg/17.png.import","750","1B91CA4F15514AFF18FE5A03B52634851DF5BFFF13E1BC548F1E41DA7497745C"
"assets/cg/18.png","3300720","F1DAA0ADAD19FB013507907A39D1E90295CD1CE6151592D806E0F4FDDD5DEACA"
"assets/cg/18.png.import","749","1B5A9521EF5F647B48DFD6547CA3408DA18B05A01CCB283FE87D5E9FF3F68704"
"assets/cg/19.png","2740048","26625FC9C99AEE08F1B2550C096217D8D64BDEED98EB96B8D1C0A9170A2C53B3"
"assets/cg/19.png.import","750","90477FAB54F23768CB8A1B71F68619F6400D1AC3D34902A8ACCFB1066592BD02"
"assets/cg/2.png","3408786","25155B0758D7C938E8E797300D951C1E3094D06050417F21496083F3E8E43120"
"assets/cg/2.png.import","747","B0543DDF926809F1E586DB111C323A756CE1E508C9FC2D46A1FA28C2FCBC9EA5"
"assets/cg/20.png","4081546","D0E103A45A10CA802E954EAC10F18C7942CBD1BF0F3C14960365DC138E1F63B9"
"assets/cg/20.png.import","750","F3C12A77E1A9D48FBDF0297B1BA2A101B096B7841308B7B50AEE1768D1C5916D"
"assets/cg/21.png","3700678","3F5730239E4CDBB7A743E437384500669C70EE2E9998E18A9BEA8944B98B8BC3"
"assets/cg/21.png.import","749","78AD725E1840F0ACFC3271327D792D3EB7D119D158FA645E90FD568890C9049A"
"assets/cg/22.png","3451801","CBE42DF7556F954A3610579202229BB1977161A69AD8EFA62FCBB3DA234F0C18"
"assets/cg/22.png.import","750","C82BE9EB675C5DD4F6D71B53D520C88814F6D814C4DCF8A838ECDB79B3D8280F"
"assets/cg/23.png","3422721","7B7EE348AB88B5E6DC1559367E12CACC05630705CC9FFD98FF53A7949923878A"
"assets/cg/23.png.import","750","0D20874C95DEF57DB147ACA653D4B09180A5F6F689A22F0133D299DADA71B982"
"assets/cg/24.png","3562268","B6B2BFDF99A2C73E74297534DEC12A95652763F9A2A9FDE15F510245AC3BB8BE"
"assets/cg/24.png.import","750","05425F1FB4F404F888CEF08EE793E50B77AADFB429812936D75B42DA999F8509"
"assets/cg/25.png","3533290","9DFED69E63F0A4F2876EB8C48C5EBDE4304762F55C4919C5069D9A30C56DDE03"
"assets/cg/25.png.import","749","E64D2598E3044B04FFB474B8D0100C20D72D24CE08A3C655089972B8C5C26B71"
"assets/cg/26.png","3365631","D2BBAAB9078243538E6BEF93E59562DA04BCF68B0F3E51F0AC3E42234EE14D0B"
"assets/cg/26.png.import","749","46C68C338D2C86BABCE3688DEFC97B6BDD45F5CD5DA0B0C48DAE014A5EFFE67C"
"assets/cg/27.png","3607837","A982CAA19D4C360F0768B3F1B14E905F8AA5ED9909A50947EF6B565B1F8C5881"
"assets/cg/27.png.import","749","9E672E1F12B4DBDD682F0E14AC8EE8322F265AE83BBAF272B22F4D1294E09EF8"
"assets/cg/28.png","3401886","68D583403AAAD582A9BA69364A956BE18D773A31A9BFF5036DE6D64A56CA11ED"
"assets/cg/28.png.import","749","47DE868F15E800920A829D3F9FE92565AE94C6BA3ACAE3BD48B863E68E4EC866"
"assets/cg/3.png","3152427","A25D225E413760A401DE2AB7C83E26D79A7F142264D3F8C9EC00D96F5E12DED1"
"assets/cg/3.png.import","747","EFCE46A0C39F745B32253E1401985EE9C537BD0548FB92C4B99BD0CB3D3B5640"
"assets/cg/4.png","3478471","D1FA8A43F7ED00BF0C6D397824469F47A398CA802708D0264F2EA87B209D7A2B"
"assets/cg/4.png.import","747","0AE9C951660CFFB6A92EFA9F92CAD3CA1C19DAE847257E808D7F93F44D9B3C4C"
"assets/cg/5.png","3274323","201A0CE793A3DCA3250E50F46C2F4799A57609B4A5012A2FB0F1B11B16BD93F2"
"assets/cg/5.png.import","747","E8D6370F7FD992B0691BBB981385F62D709A4C9DDEAD28FD8D7CDFF7D1403B20"
"assets/cg/6.png","3775484","B4AAE9299512AB50129254E6E16C9CC043D44C062AD51BB8A880CA27F5B2C7E7"
"assets/cg/6.png.import","746","C793637FD36C4BF86909C872B0247EC02DE39FA4B190C2C08FA2634D11A45F06"
"assets/cg/7.png","3371670","D5BC1CC3AD132B35DF630BFC877ACD80ED1B8D348A040DED0926A0DF0BE59757"
"assets/cg/7.png.import","747","EA3630BD9B30EB061BA4E86020E5259B84FAA042C8DE0C90FCC019DE1E3A3646"
"assets/cg/8.png","3382899","145CF508727E13E76CB0CD05E4FF22A36D96054CAD71CD845D4B22ED863F49EB"
"assets/cg/8.png.import","747","02AFA2D9929F0AFFC4F7BA044E56D88CE304CE11D942608F4F6387966546782A"
"assets/cg/9.png","3322220","66CE3C920337CAD74FAC7CB85678412C385E2B807B855D474B3FF38BBE7648D6"
"assets/cg/9.png.import","747","21A339397641A966E23FCA6CAD4D3CABA35ED22C3D0E18EDCC1F57F1A9A8E3BB"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_4Frame_Review_4x.png","5324","0D496B8393660F682E3981808B639A052A1119466DF68F1237A2665FB1A8F1B0"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_4Frame_Review_4x.png.import","857","9BFFE8E3262F99DDC2B218119FD7AE0D510774D92360758D6BA80155403A3F47"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Arms_40x208.png","505","BA21DD25C3F5ECA42FC5DA0ACD8B0643E8B68FE4F460618998EB7F0A88EF2D94"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Arms_40x208.png.import","842","DC3084FDEA43C7B8BD13D42CBFE6157EA2C868BBD3509F976A31CD7C6381E146"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Layer_Debug.png","7308","1F283C1A1EB1B2C20AA1572FEBA94876371D2A1A2200EDC1441E188B43E13BC0"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Layer_Debug.png.import","841","1F66C022B8DEF4EDC8A5A3548B281FADCB38A4262DE8FE3C0F0BCD3929874542"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Neutral_Composite_40x208.png","1824","9460C5D1C718C157ED29D081F71F5A1C77173CDBFC206227A5BF4E13FE871F5F"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Neutral_Composite_40x208.png.import","881","DD15F8679A273919AC963B424B5AE8BFAB5887E92F57E9F9FC184E8F6BCD4F7E"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_PATCH3_vs_PATCH4.png","8467","F4667851D5EF0EBF87FE9CF8B65BD81316F4D589BA72FE6699FEC515DB1F27AF"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_PATCH3_vs_PATCH4.png.import","857","2F5D2D8567D4232DD7782B735C87792F25609B9345B645EE803A2FB1EDDF00ED"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_String_Arrow_40x208.png","221","AD0568D405A90923FB3827495B68916DB84D88819E4121DE5A8F3552D689A01E"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_String_Arrow_40x208.png.import","866","DBEEB7919B52667C9CA1C6B479538A73A8B5BA779BB5C06AE05BAE221B60BD73"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Weapon_40x208.png","338","70CEA254C6835A1B0C09F6C6B90B9EAFDB82EDA03B6A90B3087542033F17B3E2"
"assets/equipment_visuals/hero/crossbow_revision/Crossbow_Weapon_40x208.png.import","847","EAF24E74029E3872117641940645A8BC54AA019C95B6D14834F3F7E81BAEF82F"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.csv","3328","3B17A73C0F71846210A501D523A1CC4503DD719293E4043CE3C82192A7196A34"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.csv.import","892","F6CA3064B0BEE8687A68BE2EA1BFA19098176BB622406A00D58EEAD9F1E1DF15"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.hash.translation","911","29E3DA9A504963FE8EA9BE897882736429D59D9957527FFF06EDC87C1B645641"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.patch3.translation","1953","94B23EF2FE15CBADE531D745E79490528F8B980883F3A57CFAD46D3E59A29734"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.patch4.translation","1953","3E8C69FD5098F3980D35C4013F25F8342AA70F9898614C198CF72B8F434FC66D"
"assets/equipment_visuals/hero/Frozen_Hero_Hash_Register.status.translation","933","909B9B84E21C14085E2F4146372CE0905B3E00C37ACB0146F290B0A1749AB28C"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.allowed.translation","550","3B7ECA0A142A2BD9F2745935B051E234D1C9BA935B5620C6224CDE834B8B9188"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.anchor.translation","549","4C827104F95462A8741BCCE231EE9D2628619AC6A35E328DE23D91D54B359D78"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.csv","15207","5742377BCCC60D146DD1C70E80D21825E150B35FDF6F586EC110080BBC372981"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.csv.import","1493","6E69C1CABC2FA7E7BF063F039BB86C028570F8BCFB6C3FEB8A62B37BB42BA89E"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.frame.translation","536","639D7D88E88E24D918B1989DC23F3C1D939A40C585FE22449F8B6D5CFC6638AE"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.layer.translation","532","EB868E1E2FFB55D167F4571B725079107AB149C5BE58E8F04C78F0110A7C9714"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.pose.translation","543","F8BF85FA4A87937FAB023507C141241D43A7D7F64D8A69E7EAD15A6AC90FA97E"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.purpose.translation","586","D288BEA372AAA3CAEB69E13225935D13BF713A99F3B5B4B5BFDB565A3E49120C"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.x.translation","516","F5B5BE3416E37697AE3CB966E1001751EAC9CFF36007E686BA9E649EDC7EC426"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Map.y.translation","516","73F633933606AB21AF0F14D417B3BAE8380BC5A697FEEB23EEBE37CC2E960F00"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Overlay.png","1482","6314BE8DF235B4CF28D6D35C011935DB1CD5E1E103C19B02369FC32E97BA977A"
"assets/equipment_visuals/hero/Hero_4Frame_Anchor_Overlay.png.import","842","C57B7A91EDD4CA5C4422F45B33866D47B8C6319889DBB6A45190BC18B6EE1564"
"assets/equipment_visuals/hero/Hero_Layer_Order.csv","330","A9CA2B44B5E8A3DEB9DD33359B35210C522D65F44A992B1C9AF552B79B382BEA"
"assets/equipment_visuals/hero/Hero_Layer_Order.csv.import","667","9DC01E13786C20F141503C742EB8198B9E48CC2B701AE71F8CF8F6B8D4EA6B0F"
"assets/equipment_visuals/hero/Hero_Layer_Order.layer.translation","960","B08A1B0D3BE581205081739EB7CBF42C43D252731C1556B619D384C15604FF6F"
"assets/equipment_visuals/hero/Hero_Layer_Order.md","631","5988577BCC8810F53602FA970F46BEDB0500FA8AB3B1DD30F8E65B8047C13041"
"assets/equipment_visuals/hero/Hero_Layer_Order.runtime.translation","834","C1AC22452E0855EBFEDD39E61A7FB4175FF439454AB6EBFD48A575DFAAA9D332"
"assets/equipment_visuals/hero/Hero_Neutral_4Frame_4x_NEAREST.png","2235","A0CF947B399510839D9B4BC27B4193162C43990F8329A017C681381EB0D87DF6"
"assets/equipment_visuals/hero/Hero_Neutral_4Frame_4x_NEAREST.png.import","854","04D4B3B7619474532973459278641B47476EFBCB81CFF9187DA0A23E140A1996"
"assets/equipment_visuals/hero/Hero_Neutral_4Frame_Horizontal_REVIEW_ONLY.png","1330","7D1C683A43FE78F26E01260A8CF2D94495DFBF10B003A48A7D31319316701412"
"assets/equipment_visuals/hero/Hero_Neutral_4Frame_Horizontal_REVIEW_ONLY.png.import","889","91A919D81CE50980AADF1EB61A2059B0C48070A0EE97A61B608F5F3BC60BC532"
"assets/equipment_visuals/hero/Hero_Neutral_Arms_40x208.png","524","003B7E10E1334B6524592039CFE8EF5A8C5E7BED11B38BF247D9EFB1C9E23558"
"assets/equipment_visuals/hero/Hero_Neutral_Arms_40x208.png.import","836","5EAF217BFF843DF0B4A0C9E28675540B06C6A55FEFF47D0509AEEFC1DB6D5CDC"
"assets/equipment_visuals/hero/Hero_Neutral_Base_Composite_40x208.png","1314","37BA9CA9A8ABE05CB25926E54575B1CB86A52842BEF9F48B8AEA11A3E7639026"
"assets/equipment_visuals/hero/Hero_Neutral_Base_Composite_40x208.png.import","865","BB2CBE5F1EF1D32064AFECB455796079FE4A73A6CC47A92FEFC696C30E29322F"
"assets/equipment_visuals/hero/Hero_Neutral_Body_40x208.png","771","2B17269C7077F043FAD45039EAA62B9140490F3198A2151CEE8173ED5FFFD3D4"
"assets/equipment_visuals/hero/Hero_Neutral_Body_40x208.png.import","836","14F09F97658709A979BF3C7FC6BE5D920DFC6FCBD2756E20218E0FF04418ED8B"
"assets/equipment_visuals/hero/Hero_Neutral_Face_40x208.png","392","0A4A38719A28C6F4BA7B17C4434C4E36BD253E7CAEFD96732ADD6E66B18D02E4"
"assets/equipment_visuals/hero/Hero_Neutral_Face_40x208.png.import","836","02AA1E39785DF28594F8C9639DEC10B3562FE66BB1AA1CFC78AEA8724D47923B"
"assets/equipment_visuals/hero/Hero_Neutral_HeadHair_40x208.png","380","E2EC8C02B553578A2EA30F86F15C858AC69A74C3D8E024CF1043BAD2D6821191"
"assets/equipment_visuals/hero/Hero_Neutral_HeadHair_40x208.png.import","848","39C6DD5B94C2834C1DA56E0709EA2351CCCAF89A1DD5A3A8D3A95C8BE140D082"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_back_40x208.png","469","5B812BCA3C2D4DD1FFF67F5B7EB36620E398C04F95A7F4FC11B99D4381D6C6F3"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_back_40x208.png.import","864","F97FCF6C853101219258820704BF09C81514712D1980873945807278810473FD"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_combined_40x208.png","626","567EAD92555C56603C4026C4B7711BB33BEDC88BBB1C3C512D77AB18A54BE684"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_combined_40x208.png.import","877","AEF5AFCC1199BD7CA61BCD3C8813826E869C2EE5D00A8074406D7413004DC6EB"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_front_40x208.png","362","71F00633A4B4BC1C046D973B6D0D5ECD9969C8AB0976AF419A768E242DCA64E2"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/hunting_bow_arms_front_40x208.png.import","868","6BA426546423D59C4F01981FAFF597FD5EA4EE5A34365DE454122ADAB10219F0"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_back_40x208.png","358","0862DA765B034DEE78E2588C2A6933CAFE0E199836434DF20E09EA5372415083"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_back_40x208.png.import","852","FF5263070495A12368A079121BE56DDDDB45A73276C1B495FF22CEA3F666FB50"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_combined_40x208.png","499","BFED2932AB7DF47F0FF660740BB2127127282BDE8C65AD11FABDD1462A6F9A50"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_combined_40x208.png.import","865","14E3EC209B9933C81560CD52E369442D6F8EC1F569F8DC4AC89A0F4BCF1AF189"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_front_40x208.png","341","379228E308067112C3428A18003A65CE006756E815F4D1638670D9192C16BA46"
"assets/equipment_visuals/hero/Ranged_Arm_Poses/longbow_arms_front_40x208.png.import","856","A1F5932CB2B861251B08340C77A95D11C9831503E0B9D9ED6A0EECE2EA3B7633"
"assets/equipment_visuals/icons/base/Accessories/carved_wood_amulet_base_20x20.png","181","CEA91110FB8CA2B6E6AAFFBED2F2B61C7944E0CDC919A4AA41A2445272B80214"
"assets/equipment_visuals/icons/base/Accessories/carved_wood_amulet_base_20x20.png.import","869","268D681E7152BB03B23D9B24C00E71F91F56B1FA524B2BFB36D64706EF5F951B"
"assets/equipment_visuals/icons/base/Accessories/engraved_copper_ring_base_20x20.png","190","12734E972A24E03B020169ADD3E1AC05CE866FF5799367D96A487928C7564D39"
"assets/equipment_visuals/icons/base/Accessories/engraved_copper_ring_base_20x20.png.import","875","7AED65B3450FB5BDF5C2B6E7641BCED25C5B14A5EC5D3212FD52E4129B4DBF9F"
"assets/equipment_visuals/icons/base/Accessories/sacred_relic_base_20x20.png","184","5460D2F504DC75A3D2C81EBFFC1F722046AD987C4438B3841909ABC81E345A0C"
"assets/equipment_visuals/icons/base/Accessories/sacred_relic_base_20x20.png.import","850","39502C78FB2E2985D39ECBB099BD2FFD17C0C43626DF045F844A19B0397FAAB6"
"assets/equipment_visuals/icons/base/Accessories/silver_badge_base_20x20.png","210","885085F705338897EB9B2BE549421CECC34D1FFB688486B8A64BDA1C09DEE000"
"assets/equipment_visuals/icons/base/Accessories/silver_badge_base_20x20.png.import","850","43B6F346282DE91F24C1FB19AD855246B60127DDBF8523CA60BFE2F6FBD1C3A5"
"assets/equipment_visuals/icons/base/Accessories/whisper_orb_base_20x20.png","196","6DE80F80DA61AB6CB042BD6CDB10AFA17E490AFCAED87800E22BA7619CA4BC47"
"assets/equipment_visuals/icons/base/Accessories/whisper_orb_base_20x20.png.import","847","373E0BCD3890FBE95DA7EFCED39664DF1F801AEBD765E6F701F6DEAC81F3AABD"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_1x.png","3841","D50F64E8B80AE2093D255B04A4980F82025A9420D5F9D8F7DF7507CEEE91D963"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_1x.png.import","839","CFC72057E30DD0CBF006FAEA0AFEF74A94627AA17F0BB40D34467FE61EBFE3AE"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_4x.png","4249","3D34A12FB09A6642F2F0965789863121892DD09022CAC698B44192EF9E22FD31"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_4x.png.import","839","F5008CEC831438DC506B89C3F8D7B7CC9F2938A532C04E12EEBA8629DF1A1F52"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_Silhouette_4x.png","3853","936E547027370F3A2244FC677803A17DBFE16C2ADB8AAB175DB9B71C8D91A7C8"
"assets/equipment_visuals/icons/base/accessory_Base_Icons_Silhouette_4x.png.import","871","4122401E54B01A978EF904F2D5D371282C9F46E2D6026AACF56A7E3252CB85F8"
"assets/equipment_visuals/icons/base/Armor/chainmail_armor_base_20x20.png","230","C57C3E3D3B975153F898C5644011B90185E83234900E16E33BF811DE6CEE2FD0"
"assets/equipment_visuals/icons/base/Armor/chainmail_armor_base_20x20.png.import","854","0CBC2875330C3F2D080013DC3F2486BF7B94BAA45CE27C65373AF45B571083D3"
"assets/equipment_visuals/icons/base/Armor/cloth_armor_base_20x20.png","209","7D35597BB1A0264B2CE95D42E477BF373E372467CEC67BA28800FFEB81B49B2B"
"assets/equipment_visuals/icons/base/Armor/cloth_armor_base_20x20.png.import","841","97C8F1B53763773EFF89544915495535F46708A038C3010D8F5437EC3D279187"
"assets/equipment_visuals/icons/base/Armor/dragon_scale_armor_base_20x20.png","214","2FF8C67C439312F5F6A4BC73C3CCA4A420588196BE5E2161E4BAF45165E71C22"
"assets/equipment_visuals/icons/base/Armor/dragon_scale_armor_base_20x20.png.import","863","4454FEA8F17DACE0B799E1DBBD46DB9098F74585E868124517A5D0BFF04373BE"
"assets/equipment_visuals/icons/base/Armor/leather_armor_base_20x20.png","223","9534C935399929F79C32847F341F985F8233F2DD9579B8C26C7D05B2D9CFAEFA"
"assets/equipment_visuals/icons/base/Armor/leather_armor_base_20x20.png.import","847","A8639E9FE2995F93CB7C2F306122C027B244C5C59F1E5BE19CC4C58BB6C8A90D"
"assets/equipment_visuals/icons/base/Armor/plate_armor_base_20x20.png","202","F392416186FD6CD3624F020C1404AC21C490C3906544607D42B4A973B977C6E2"
"assets/equipment_visuals/icons/base/Armor/plate_armor_base_20x20.png.import","841","59E20FAE76223BD0E3B75B1FF148EFBD6FA50D367CA233B4339CD1F6C8537BA6"
"assets/equipment_visuals/icons/base/armor_Base_Icons_1x.png","3141","7F5855FADBA32D48A3753AD3D0905EF5CF89234268624C0C1AFC8A0E47E81897"
"assets/equipment_visuals/icons/base/armor_Base_Icons_1x.png.import","826","0F000388F95A51F247EA84E33C4EE5B0D9E6CE5E49C84E33CADB2223FC1EDDA6"
"assets/equipment_visuals/icons/base/armor_Base_Icons_4x.png","3543","BCA2EB3F04869B27401BC08EC146D809FBFA9D52294E6CA13311C4652F51AC79"
"assets/equipment_visuals/icons/base/armor_Base_Icons_4x.png.import","827","6131B121292FA454AD8135822CF599E1A80B9A11736487D85BEDE7DB3CEF4D3C"
"assets/equipment_visuals/icons/base/armor_Base_Icons_Silhouette_4x.png","2974","A7752E5F75242F19C1CABDC438E96A31F56247983E8178AA7439868D52BB67BB"
"assets/equipment_visuals/icons/base/armor_Base_Icons_Silhouette_4x.png.import","860","C11BD40DF29B11B7DBAFFE4DBE44927D1EF8C1C4C3B174339C9BD0E04309E70B"
"assets/equipment_visuals/icons/base/Boots/dragon_walk_boots_base_20x20.png","182","941FE67BEDFC6E804CD74647D588AD6F0E1BFC6C5888CB62216C41267873E963"
"assets/equipment_visuals/icons/base/Boots/dragon_walk_boots_base_20x20.png.import","860","4F8CB819329A6DBA2F636DC389E3179500444369D364B3A3BDD374EA6B7079C4"
"assets/equipment_visuals/icons/base/Boots/iron_toe_boots_base_20x20.png","202","0094177C7A081CCB84053ED09E3171A842BD4FAC450841092C56D8E34B60178B"
"assets/equipment_visuals/icons/base/Boots/iron_toe_boots_base_20x20.png.import","851","22BA1A94FA678F2CD78B4F48D9FB7C8EF24E20DE3AF94A143B26A155B08980A6"
"assets/equipment_visuals/icons/base/Boots/leather_boots_base_20x20.png","183","D88A42F0890408BFF06620D6DC52FD9F87D49383A55C019717A74103BC00B331"
"assets/equipment_visuals/icons/base/Boots/leather_boots_base_20x20.png.import","848","0839E04EEEFAD84791050AB12CD85D8D59A55D70A15B943A56F157A7241D2F38"
"assets/equipment_visuals/icons/base/Boots/straw_sandals_base_20x20.png","227","0B56D37D83A75A4B82A3DC9959B9A409D532CADF141339272E93627F3E93F373"
"assets/equipment_visuals/icons/base/Boots/straw_sandals_base_20x20.png.import","848","E6F021A72E45932AE81A3BC6A4CE9C9649CCB3B0FBCA05C0970AD7F036BCEE61"
"assets/equipment_visuals/icons/base/Boots/wind_boots_base_20x20.png","215","BB09D2906E0A1AAE03A10A938308CA982F4937826636C9BD9C58F40E2DC1F6F2"
"assets/equipment_visuals/icons/base/Boots/wind_boots_base_20x20.png.import","839","34C844DF10CF0095D429952617F4C88BB6146FD75860360C62AAE3DAB1E8C81A"
"assets/equipment_visuals/icons/base/boots_Base_Icons_1x.png","3184","97201C35E58D2157ED271D8BBC196098C42B106F9DC8CA1099C0B5911455EF11"
"assets/equipment_visuals/icons/base/boots_Base_Icons_1x.png.import","827","D24CC91B499CC28918A1D4624F5868A952791591C35E8E1190E97E7DD4678CAA"
"assets/equipment_visuals/icons/base/boots_Base_Icons_4x.png","3444","77AA849B181ED64FB2336B4672FF4E0C4CF8EE54D39386FFD1D1504BDECE8BB1"
"assets/equipment_visuals/icons/base/boots_Base_Icons_4x.png.import","827","BE910A4843EED1A1178FAA3DB177A3E6E4B727CAB3C84640DED0A41213BE67CA"
"assets/equipment_visuals/icons/base/boots_Base_Icons_Silhouette_4x.png","2989","C0E4F21A222A693875D9CF3BFB70650245C659F447C8BDC2C1D13155140E3A34"
"assets/equipment_visuals/icons/base/boots_Base_Icons_Silhouette_4x.png.import","860","1CD8E6DAE0D2CF1B45DE859936D3CFC877A43F749826BBB3332AB43A6BA292C3"
"assets/equipment_visuals/icons/base/helmet_Base_Icons_1x.png","3069","291D07F27A1E206C54C2FFCA9ABE2F34EE29E3ECC568619E970FE848713D2805"
"assets/equipment_visuals/icons/base/helmet_Base_Icons_1x.png.import","830","F0ED82EA79F2F65B304D5B0AEDA4A3146C3985A3AFFB7568F47E5DFE73CFBEAB"
