asset_id,path,bytes,sha256,catalog_id,version,trace_status
PATCH4-ASSET-00011,01_Frozen_Hero/Hero_Neutral_4Frame_4x_NEAREST.png,2235,a0cf947b399510839d9b4bc27b4193162c43990f8329a017c681381eb0d87df6,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00012,01_Frozen_Hero/Hero_Neutral_4Frame_Horizontal_REVIEW_ONLY.png,1330,7d1c683a43fe78f26e01260a8cf2d94495dfbf10b003a48a7d31319316701412,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00013,01_Frozen_Hero/Hero_Neutral_Arms_40x208.png,524,003b7e10e1334b6524592039cfe8ef5a8c5e7bed11b38bf247d9efb1c9e23558,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00014,01_Frozen_Hero/Hero_Neutral_Base_Composite_40x208.png,1314,37ba9ca9a8abe05cb25926e54575b1cb86a52842bef9f48b8aea11a3e7639026,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00015,01_Frozen_Hero/Hero_Neutral_Body_40x208.png,771,2b17269c7077f043fad45039eaa62b9140490f3198a2151cee8173ed5fffd3d4,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00016,01_Frozen_Hero/Hero_Neutral_Face_40x208.png,392,0a4a38719a28c6f4ba7b17c4434c4e36bd253e7caefd96732add6e66b18d02e4,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00017,01_Frozen_Hero/Hero_Neutral_HeadHair_40x208.png,380,e2ec8c02b553578a2ea30f86f15c858ac69a74c3d8e024cf1043bad2d6821191,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00018,01_Frozen_Hero/Ranged_Arm_Poses/hunting_bow_arms_back_40x208.png,469,5b812bca3c2d4dd1fff67f5b7eb36620e398c04f95a7f4fc11b99d4381d6c6f3,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00019,01_Frozen_Hero/Ranged_Arm_Poses/hunting_bow_arms_combined_40x208.png,626,567ead92555c56603c4026c4b7711bb33bedc88bbb1c3c512d77ab18a54be684,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00020,01_Frozen_Hero/Ranged_Arm_Poses/hunting_bow_arms_front_40x208.png,362,71f00633a4b4bc1c046d973b6d0d5ecd9969c8ab0976af419a768e242dca64e2,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00021,01_Frozen_Hero/Ranged_Arm_Poses/longbow_arms_back_40x208.png,358,0862da765b034dee78e2588c2a6933cafe0e199836434df20e09ea5372415083,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00022,01_Frozen_Hero/Ranged_Arm_Poses/longbow_arms_combined_40x208.png,499,bfed2932ab7df47f0ff660740bb2127127282bde8c65ad11fabdd1462a6f9a50,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00023,01_Frozen_Hero/Ranged_Arm_Poses/longbow_arms_front_40x208.png,341,379228e308067112c3428a18003a65ce006756e815f4d1638670d9192c16ba46,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00024,02_Simplified_Base_Icons_35/Accessories/carved_wood_amulet_base_20x20.png,181,cea91110fb8ca2b6e6aaffbed2f2b61c7944e0cdc919a4aa41a2445272b80214,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00025,02_Simplified_Base_Icons_35/Accessories/engraved_copper_ring_base_20x20.png,190,12734e972a24e03b020169add3e1ac05ce866ff5799367d96a487928c7564d39,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00026,02_Simplified_Base_Icons_35/Accessories/sacred_relic_base_20x20.png,184,5460d2f504dc75a3d2c81ebffc1f722046ad987c4438b3841909abc81e345a0c,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00027,02_Simplified_Base_Icons_35/Accessories/silver_badge_base_20x20.png,210,885085f705338897eb9b2be549421cecc34d1ffb688486b8a64bda1c09dee000,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00028,02_Simplified_Base_Icons_35/Accessories/whisper_orb_base_20x20.png,196,6de80f80da61ab6cb042bd6cdb10afa17e490afcaed87800e22ba7619ca4bc47,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00029,02_Simplified_Base_Icons_35/accessory_Base_Icons_1x.png,3841,d50f64e8b80ae2093d255b04a4980f82025a9420d5f9d8f7df7507ceee91d963,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00030,02_Simplified_Base_Icons_35/accessory_Base_Icons_4x.png,4249,3d34a12fb09a6642f2f0965789863121892dd09022cac698b44192ef9e22fd31,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00031,02_Simplified_Base_Icons_35/accessory_Base_Icons_Silhouette_4x.png,3853,936e547027370f3a2244fc677803a17dbfe16c2adb8aab175db9b71c8d91a7c8,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00032,02_Simplified_Base_Icons_35/Armor/chainmail_armor_base_20x20.png,230,c57c3e3d3b975153f898c5644011b90185e83234900e16e33bf811de6cee2fd0,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00033,02_Simplified_Base_Icons_35/Armor/cloth_armor_base_20x20.png,209,7d35597bb1a0264b2ce95d42e477bf373e372467cec67ba28800ffeb81b49b2b,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00034,02_Simplified_Base_Icons_35/Armor/dragon_scale_armor_base_20x20.png,214,2ff8c67c439312f5f6a4bc73c3cca4a420588196be5e2161e4baf45165e71c22,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00035,02_Simplified_Base_Icons_35/Armor/leather_armor_base_20x20.png,223,9534c935399929f79c32847f341f985f8233f2dd9579b8c26c7d05b2d9cfaefa,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00036,02_Simplified_Base_Icons_35/Armor/plate_armor_base_20x20.png,202,f392416186fd6cd3624f020c1404ac21c490c3906544607d42b4a973b977c6e2,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00037,02_Simplified_Base_Icons_35/armor_Base_Icons_1x.png,3141,7f5855fadba32d48a3753ad3d0905ef5cf89234268624c0c1afc8a0e47e81897,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00038,02_Simplified_Base_Icons_35/armor_Base_Icons_4x.png,3543,bca2eb3f04869b27401bc08ec146d809fbfa9d52294e6ca13311c4652f51ac79,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00039,02_Simplified_Base_Icons_35/armor_Base_Icons_Silhouette_4x.png,2974,a7752e5f75242f19c1cabdc438e96a31f56247983e8178aa7439868d52bb67bb,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00040,02_Simplified_Base_Icons_35/Boots/dragon_walk_boots_base_20x20.png,182,941fe67bedfc6e804cd74647d588ad6f0e1bfc6c5888cb62216c41267873e963,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00041,02_Simplified_Base_Icons_35/Boots/iron_toe_boots_base_20x20.png,202,0094177c7a081ccb84053ed09e3171a842bd4fac450841092c56d8e34b60178b,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00042,02_Simplified_Base_Icons_35/Boots/leather_boots_base_20x20.png,183,d88a42f0890408bff06620d6dc52fd9f87d49383a55c019717a74103bc00b331,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00043,02_Simplified_Base_Icons_35/Boots/straw_sandals_base_20x20.png,227,0b56d37d83a75a4b82a3dc9959b9a409d532cadf141339272e93627f3e93f373,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00044,02_Simplified_Base_Icons_35/Boots/wind_boots_base_20x20.png,215,bb09d2906e0a1aae03a10a938308ca982f4937826636c9bd9c58f40e2dc1f6f2,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00045,02_Simplified_Base_Icons_35/boots_Base_Icons_1x.png,3184,97201c35e58d2157ed271d8bbc196098c42b106f9dc8ca1099c0b5911455ef11,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00046,02_Simplified_Base_Icons_35/boots_Base_Icons_4x.png,3444,77aa849b181ed64fb2336b4672ff4e0c4cf8ee54d39386ffd1d1504bdece8bb1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00047,02_Simplified_Base_Icons_35/boots_Base_Icons_Silhouette_4x.png,2989,c0e4f21a222a693875d9cf3bfb70650245c659f447c8bdc2c1d13155140e3a34,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00048,02_Simplified_Base_Icons_35/helmet_Base_Icons_1x.png,3069,291d07f27a1e206c54c2ffca9abe2f34ee29e3ecc568619e970fe848713d2805,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00049,02_Simplified_Base_Icons_35/helmet_Base_Icons_4x.png,3421,fbcf29568ade88af97cd2abfa8e36e26defb0fe8c5f51701c1f739ae87b375e0,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00050,02_Simplified_Base_Icons_35/helmet_Base_Icons_Silhouette_4x.png,3058,dca5357591244b8d3ca4ed6925d334f5589f9adb18861bea404cd1277461ddb8,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00051,02_Simplified_Base_Icons_35/Helmets/battle_helmet_base_20x20.png,248,b08803a5c03b6fe182a27044157e05ac95a546834579c45a233b41724c6fff48,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00052,02_Simplified_Base_Icons_35/Helmets/dragon_head_helmet_base_20x20.png,221,7ccaef3e045951024a55c37041bff923f809cf0dffc5c8bec02369dd411d9436,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00053,02_Simplified_Base_Icons_35/Helmets/iron_helmet_base_20x20.png,189,01a0905bed664ff37f79e2433def26d9000513b09a19df30a14917066975ca79,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00054,02_Simplified_Base_Icons_35/Helmets/knight_helmet_base_20x20.png,220,672abe00630fc9b6310db9846dae2d9c643e5306ff66ab76b65e2114f2587de1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00055,02_Simplified_Base_Icons_35/Helmets/leather_cap_base_20x20.png,188,a6e8b4f7312727f10149e90fb805de76bd0e1b82f52165bf08bc3c6a6a197fea,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00056,02_Simplified_Base_Icons_35/Pants/chainmail_pants_base_20x20.png,253,600c28f82797f72fcebba7dc0066952b4afd65fa01e0d719e09943e5b2560191,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00057,02_Simplified_Base_Icons_35/Pants/cloth_pants_base_20x20.png,239,9a7c3407611c1c1a19cc788f3ecb85bf0d853cb0948806614b597f57cd59458b,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00058,02_Simplified_Base_Icons_35/Pants/dragon_scale_legs_base_20x20.png,266,20a0f04e9c353fbed7615e71d72fc2944271ef8cf1574f1ddbbba1bf0a0409a9,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00059,02_Simplified_Base_Icons_35/Pants/leather_pants_base_20x20.png,228,e0f62117ec8b894d7bccc3d34b9de544a926909d7e726dc55088cad6a86869d8,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00060,02_Simplified_Base_Icons_35/Pants/plate_greaves_base_20x20.png,248,0fe975187d3500bad06f69460752f5d6000dbf7fa6a72e8d375aba4676ed4d4f,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00061,02_Simplified_Base_Icons_35/pants_Base_Icons_1x.png,3640,a4614bbc54a05d2555a25775d90c897ead6eb47de2e54216ea3bdbbe5e62f7ec,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00062,02_Simplified_Base_Icons_35/pants_Base_Icons_4x.png,3982,a25f4462ac50349489cf9a943c1df75146c56809474f200305ef8d952abbd1dc,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00063,02_Simplified_Base_Icons_35/pants_Base_Icons_Silhouette_4x.png,3367,efe77bdc30aa25af9e4a1789e66230833e223b25ab432b791d78d67933b2062e,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00064,02_Simplified_Base_Icons_35/Simplified_Base_Register_35.csv,12914,d233ca41a5be8dbb3ff857806b00e32fa86f0f3f741eaf449ee02af38d4c27c0,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00065,02_Simplified_Base_Icons_35/weapon_Base_Icons_1x.png,6165,df8407d2f599a3c1f17c378586dd182dcab69cf44ea61b36f026a91f1937991a,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00066,02_Simplified_Base_Icons_35/weapon_Base_Icons_4x.png,6855,51fabc52494a7e813a0b0420f2543a2c12aabe82540954076435c9716013be2a,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00067,02_Simplified_Base_Icons_35/weapon_Base_Icons_Silhouette_4x.png,6274,24c7b75b2154fbb4d09ca13a1e92b7083b89d9880af852c0c993e89014f3f34a,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00068,02_Simplified_Base_Icons_35/Weapons/battle_axe_base_20x20.png,205,cf86730778267279cda94b2230f8a13fd016dc1464faf9a0bc1a4f4bdfadf8c5,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00069,02_Simplified_Base_Icons_35/Weapons/great_axe_base_20x20.png,221,cc332841d8efd093fcfc9ab455b9a404d1091230edad497f952ad6c5e167e638,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00070,02_Simplified_Base_Icons_35/Weapons/great_sword_base_20x20.png,156,7b2efe7053d69ce538ab32d9fb9f234193c6ddb1565ee29a61d4f57093746e14,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00071,02_Simplified_Base_Icons_35/Weapons/hand_axe_base_20x20.png,200,c753105f4db74715a187496bba680df936ebbcd2bf714474f1e4425065cca864,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00072,02_Simplified_Base_Icons_35/Weapons/heavy_crossbow_base_20x20.png,245,504f7addd9006959aaad59c36ba04e2900bc351c128610dc1a8ee95590f29cb0,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00073,02_Simplified_Base_Icons_35/Weapons/hunting_bow_base_20x20.png,177,9f81c6050ff9695a226268b86ffc270d2962000d2056256e9091342c3a368593,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00074,02_Simplified_Base_Icons_35/Weapons/long_sword_base_20x20.png,151,7821e88e1043868ccd1c189fffed895b8cf04281fee8becbcd1fe8f126afe8dc,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00075,02_Simplified_Base_Icons_35/Weapons/longbow_base_20x20.png,212,a86b4ac88503c9184f82964a24a25ff42ac83da7a9a88d3ee4fc35581fadd3e1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00076,02_Simplified_Base_Icons_35/Weapons/rapier_base_20x20.png,198,06b2c5724533255b5b0757061727d7ff17ae30a39a85e0bd7a7245e880c74491,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00077,02_Simplified_Base_Icons_35/Weapons/short_sword_base_20x20.png,151,d7456aa4065ee2ec15cb713baa2262c70ac8e304cfd84c9b4adc3bef8037c572,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00078,03_Simplified_Base_40x208_Layers_35/Accessories/carved_wood_amulet_base_40x208.png,240,2740975690c04f92d48db025015d8e06e9f5e4f9865a581f4ccdc0a5a12e4af6,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00079,03_Simplified_Base_40x208_Layers_35/Accessories/engraved_copper_ring_base_40x208.png,183,2d5845ceee557c13b52f9784fbcf7164006fb5ca21177c8e0b9abc7e52d9538b,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00080,03_Simplified_Base_40x208_Layers_35/Accessories/sacred_relic_base_40x208.png,220,747393efc18f1b1d7d9f03c5a643e797065e9ea8aa8642b1496c28eede5f8716,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00081,03_Simplified_Base_40x208_Layers_35/Accessories/silver_badge_base_40x208.png,240,19ca5e21f9962a3c2775e39ddc3b6f94163a650d68fa1a38a7220131a8583642,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00082,03_Simplified_Base_40x208_Layers_35/Accessories/whisper_orb_base_40x208.png,256,67a394bfa14af63dad6ea1ff681974b1d008afe6e3ab2f21f5d6c685efdf85cc,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00083,03_Simplified_Base_40x208_Layers_35/Armor/chainmail_armor_base_40x208.png,402,4d5624ee8ccb4a6fec6dc6567be7fd5495dd1953a8b67b5788db2372b7539db4,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00084,03_Simplified_Base_40x208_Layers_35/Armor/cloth_armor_base_40x208.png,417,5af38ebdb66efe0dff02ef6eb71e50a4876c6fd74da58a749608c8cae99fe13e,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00085,03_Simplified_Base_40x208_Layers_35/Armor/dragon_scale_armor_base_40x208.png,378,27dec29b26251b2609366f9f19ac02e2ec5ca2fdd98ca2506a802569f71a79b1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00086,03_Simplified_Base_40x208_Layers_35/Armor/leather_armor_base_40x208.png,410,b70f798634ad6001d365517e115effe08ed5baaa470062cc6b8b4842ee6f9ac9,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00087,03_Simplified_Base_40x208_Layers_35/Armor/plate_armor_base_40x208.png,394,b6c1f3481eb6a03276e1b000356651ab1ea22a46acccb4eb422456bcc7f21b61,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00088,03_Simplified_Base_40x208_Layers_35/Boots/dragon_walk_boots_base_40x208.png,307,11559b8635cdfa516664e47b1ddf7950362f7fdcc954d83f437c35060ea18b93,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00089,03_Simplified_Base_40x208_Layers_35/Boots/iron_toe_boots_base_40x208.png,305,8c45683bdbc75a974ba3fe4e9cc9ab8ad2d4e8ab3cf865df999b7ad8f74dd526,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00090,03_Simplified_Base_40x208_Layers_35/Boots/leather_boots_base_40x208.png,305,76a6713de4c4883a12240181bea8737e795476172416caa848ef85c1128c5f3d,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00091,03_Simplified_Base_40x208_Layers_35/Boots/straw_sandals_base_40x208.png,304,b81251f131d2c417b47d38c48d9cf3117bb10b8892c1bf949bad67c01cb3922f,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00092,03_Simplified_Base_40x208_Layers_35/Boots/wind_boots_base_40x208.png,308,ab0b7286d732f69c20b57c9193ce7fde381612689c148564a42033b53eb98f2c,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00093,03_Simplified_Base_40x208_Layers_35/Helmets/battle_helmet_base_40x208.png,451,a5e98f25f917eb14f8a8283719cfc9908790f6a3bfdbb18abf9dde2621707752,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00094,03_Simplified_Base_40x208_Layers_35/Helmets/dragon_head_helmet_base_40x208.png,389,fd4721c7a69dbe324cd8c4b122ade0c51dd5cab9b250aa63aa9cfac0be66db74,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00095,03_Simplified_Base_40x208_Layers_35/Helmets/iron_helmet_base_40x208.png,374,0b424b2882ce76ac6a6862e2bcd2877a1f842be8ee73d999dc7c12f0b7610507,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00096,03_Simplified_Base_40x208_Layers_35/Helmets/knight_helmet_base_40x208.png,404,a0b004672c9a04f5a7754600f3c829d15bdd7412d461afaca5043246dfa411da,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00097,03_Simplified_Base_40x208_Layers_35/Helmets/leather_cap_base_40x208.png,316,95ff35c242b6412c9ec3db97eab3596c05d450cdbadcd23ed48e0d2bbc0dbfc1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00098,03_Simplified_Base_40x208_Layers_35/Pants/chainmail_pants_base_40x208.png,364,3f9b6cf25c2ffba25a80cac8d9f8a044b398cffd0915b3b8ad2dc8feb1abfc8e,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00099,03_Simplified_Base_40x208_Layers_35/Pants/cloth_pants_base_40x208.png,366,81a58ac4b844b2ce7b9a684445ec9435c1ab06276939301702d8732708217b80,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00100,03_Simplified_Base_40x208_Layers_35/Pants/dragon_scale_legs_base_40x208.png,362,9e8403276840503215176616adfbdb9fa7541e0403815d6451c87e00eee94d09,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00101,03_Simplified_Base_40x208_Layers_35/Pants/leather_pants_base_40x208.png,348,e727965e6055d102c32efb89959b2e249c25564fc2ca0da96c00bb0be5dd7935,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00102,03_Simplified_Base_40x208_Layers_35/Pants/plate_greaves_base_40x208.png,359,ac9ccc754aa1c657ada3b1870fc497578f62cf99954d54eaa8ea6ed59c2783c0,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00103,03_Simplified_Base_40x208_Layers_35/Weapons/battle_axe_base_40x208.png,590,0594471baf39f412cd8bd0d82d1069cc0db35feb66db82e66343f73833bf8669,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00104,03_Simplified_Base_40x208_Layers_35/Weapons/great_axe_base_40x208.png,623,e835a747a989fc4954d876d2a5143d4b832a10e82b7cb1a1f223de68238a5ab1,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00105,03_Simplified_Base_40x208_Layers_35/Weapons/great_sword_base_40x208.png,617,cd65e6e0568f9c901e0d6ff18da1df3fdd4a5cbfcbe7162a3b44923054ee831b,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00106,03_Simplified_Base_40x208_Layers_35/Weapons/hand_axe_base_40x208.png,581,f99d2d5ef0084b490e47d78cd4b60f9d1fa603dee170b880eb955537795ab8e8,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00107,03_Simplified_Base_40x208_Layers_35/Weapons/heavy_crossbow_base_40x208.png,338,70cea254c6835a1b0c09f6c6b90b9eafdb82eda03b6a90b3087542033f17b3e2,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00108,03_Simplified_Base_40x208_Layers_35/Weapons/hunting_bow_base_40x208.png,537,d4ca35c39d9dfda6c76ca53ae0208f7c27ec072dba4aeaa332789e119ee377cf,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00109,03_Simplified_Base_40x208_Layers_35/Weapons/long_sword_base_40x208.png,581,204fd453c15a642f40b2862f29c89907c134b7e5bf844be3450e917efbbbddac,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00110,03_Simplified_Base_40x208_Layers_35/Weapons/longbow_base_40x208.png,554,b206ba0e109d750963c04b16028020cbc8fae9ecd219d5e658c30225dffe4732,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00111,03_Simplified_Base_40x208_Layers_35/Weapons/rapier_base_40x208.png,483,5f3c0647ed9f85982c05c24daf7cc9c5bfef15a21c44a85362250d724a8ce2f7,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00112,03_Simplified_Base_40x208_Layers_35/Weapons/short_sword_base_40x208.png,581,204fd453c15a642f40b2862f29c89907c134b7e5bf844be3450e917efbbbddac,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00113,04_Element_Particle_Icons_175/Earth/earth_battle_axe_particles_20x20.png,89,3043cef1ee492f0abdbac00bc7ecdc4b11d406c3f6d6f3fea2b5ab9feaacf95c,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00114,04_Element_Particle_Icons_175/Earth/earth_battle_helmet_particles_20x20.png,89,3043cef1ee492f0abdbac00bc7ecdc4b11d406c3f6d6f3fea2b5ab9feaacf95c,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00115,04_Element_Particle_Icons_175/Earth/earth_carved_wood_amulet_particles_20x20.png,89,3043cef1ee492f0abdbac00bc7ecdc4b11d406c3f6d6f3fea2b5ab9feaacf95c,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00116,04_Element_Particle_Icons_175/Earth/earth_chainmail_armor_particles_20x20.png,89,b2109c01c8d9565a39389f6503c6d6a7150066105b433f90d048bca82233886e,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00117,04_Element_Particle_Icons_175/Earth/earth_chainmail_pants_particles_20x20.png,102,d64ae8ca2f618ac981f63d6038f0fb5c0f2fd40beddb10bce2ad8d4ec6088132,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00118,04_Element_Particle_Icons_175/Earth/earth_cloth_armor_particles_20x20.png,90,54f8e41e24b51096e4727d26c76e2b2b1817d0767dc32eaed30a24fcf2cc7215,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00119,04_Element_Particle_Icons_175/Earth/earth_cloth_pants_particles_20x20.png,102,d64ae8ca2f618ac981f63d6038f0fb5c0f2fd40beddb10bce2ad8d4ec6088132,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00120,04_Element_Particle_Icons_175/Earth/earth_dragon_head_helmet_particles_20x20.png,90,ab47bfe4a957fe8b272f09d94574f3112ff96a71014ade516a88d8cc1e7455d3,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00121,04_Element_Particle_Icons_175/Earth/earth_dragon_scale_armor_particles_20x20.png,90,bea976841abc65f267f7ba668d1d1631ddef17457f19091b74f50988e20780f2,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00122,04_Element_Particle_Icons_175/Earth/earth_dragon_scale_legs_particles_20x20.png,102,d64ae8ca2f618ac981f63d6038f0fb5c0f2fd40beddb10bce2ad8d4ec6088132,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00123,04_Element_Particle_Icons_175/Earth/earth_dragon_walk_boots_particles_20x20.png,89,b2109c01c8d9565a39389f6503c6d6a7150066105b433f90d048bca82233886e,,PATCH4-1.0.0,PASS
PATCH4-ASSET-00124,04_Element_Particle_Icons_175/Earth/earth_engraved_copper_ring_particles_20x20.png,89,d248995bb4506398c34ad6517d68993ffa77746c55455ffe3967bd6df20e0a2f,,PATCH4-1.0.0,PASS
