frame_index,frame_name,pose_set,anchor_name,x,y,layer,purpose,allowed_offset_range
0,idle_a,TwoHand_HeavyAxe,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
0,idle_a,HuntingBow,back_hand,29,24,back_arm,副手或后手握点,"x±1,y±1"
0,idle_a,HuntingBow,front_hand,16,22,front_arm,主手或前手握点,"x±1,y±1"
0,idle_a,HuntingBow,head_center,20,11,head,头盔与头发配准,"x±0,y±0"
0,idle_a,HuntingBow,torso_center,20,24,body,铠甲与配饰配准,"x±0,y±0"
0,idle_a,HuntingBow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
0,idle_a,HuntingBow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
0,idle_a,LongBow,back_hand,32,24,back_arm,副手或后手握点,"x±1,y±1"
0,idle_a,LongBow,front_hand,13,20,front_arm,主手或前手握点,"x±1,y±1"
0,idle_a,LongBow,head_center,20,11,head,头盔与头发配准,"x±0,y±0"
0,idle_a,LongBow,torso_center,20,24,body,铠甲与配饰配准,"x±0,y±0"
0,idle_a,LongBow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
0,idle_a,LongBow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
0,idle_a,Crossbow,back_hand,26,25,back_arm,副手或后手握点,"x±1,y±1"
0,idle_a,Crossbow,front_hand,21,26,front_arm,主手或前手握点,"x±1,y±1"
0,idle_a,Crossbow,head_center,20,11,head,头盔与头发配准,"x±0,y±0"
0,idle_a,Crossbow,torso_center,20,24,body,铠甲与配饰配准,"x±0,y±0"
0,idle_a,Crossbow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
0,idle_a,Crossbow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,Neutral,back_hand,13,30,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,Neutral,front_hand,27,30,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,Neutral,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,Neutral,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,Neutral,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,Neutral,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,OneHand_Sword,back_hand,13,30,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,OneHand_Sword,front_hand,30,25,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,OneHand_Sword,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,OneHand_Sword,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,OneHand_Sword,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,OneHand_Sword,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,OneHand_Axe,back_hand,13,30,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,OneHand_Axe,front_hand,31,13,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,OneHand_Axe,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,OneHand_Axe,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,OneHand_Axe,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,OneHand_Axe,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,TwoHand_GreatSword,back_hand,25,24,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,TwoHand_GreatSword,front_hand,28,26,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,TwoHand_GreatSword,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,TwoHand_GreatSword,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,TwoHand_GreatSword,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,TwoHand_GreatSword,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,TwoHand_HeavyAxe,back_hand,24,14,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,TwoHand_HeavyAxe,front_hand,29,12,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,TwoHand_HeavyAxe,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,TwoHand_HeavyAxe,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,TwoHand_HeavyAxe,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,TwoHand_HeavyAxe,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,HuntingBow,back_hand,29,23,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,HuntingBow,front_hand,16,21,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,HuntingBow,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,HuntingBow,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,HuntingBow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,HuntingBow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,LongBow,back_hand,32,23,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,LongBow,front_hand,13,19,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,LongBow,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,LongBow,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,LongBow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,LongBow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
1,idle_b,Crossbow,back_hand,26,24,back_arm,副手或后手握点,"x±1,y±1"
1,idle_b,Crossbow,front_hand,21,25,front_arm,主手或前手握点,"x±1,y±1"
1,idle_b,Crossbow,head_center,20,10,head,头盔与头发配准,"x±0,y±0"
1,idle_b,Crossbow,torso_center,20,23,body,铠甲与配饰配准,"x±0,y±0"
1,idle_b,Crossbow,left_foot,15,45,boots,左鞋逐帧配准,"x±0,y±0"
1,idle_b,Crossbow,right_foot,23,45,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,Neutral,back_hand,13,32,back_arm,副手或后手握点,"x±1,y±1"
2,attack,Neutral,front_hand,31,29,front_arm,主手或前手握点,"x±1,y±1"
2,attack,Neutral,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,Neutral,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,Neutral,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,Neutral,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,OneHand_Sword,back_hand,21,26,back_arm,副手或后手握点,"x±1,y±1"
2,attack,OneHand_Sword,front_hand,33,20,front_arm,主手或前手握点,"x±1,y±1"
2,attack,OneHand_Sword,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,OneHand_Sword,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,OneHand_Sword,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,OneHand_Sword,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,OneHand_Axe,back_hand,20,27,back_arm,副手或后手握点,"x±1,y±1"
2,attack,OneHand_Axe,front_hand,32,12,front_arm,主手或前手握点,"x±1,y±1"
2,attack,OneHand_Axe,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,OneHand_Axe,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,OneHand_Axe,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,OneHand_Axe,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,TwoHand_GreatSword,back_hand,25,21,back_arm,副手或后手握点,"x±1,y±1"
2,attack,TwoHand_GreatSword,front_hand,32,18,front_arm,主手或前手握点,"x±1,y±1"
2,attack,TwoHand_GreatSword,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,TwoHand_GreatSword,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,TwoHand_GreatSword,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,TwoHand_GreatSword,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,TwoHand_HeavyAxe,back_hand,24,27,back_arm,副手或后手握点,"x±1,y±1"
2,attack,TwoHand_HeavyAxe,front_hand,32,27,front_arm,主手或前手握点,"x±1,y±1"
2,attack,TwoHand_HeavyAxe,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,TwoHand_HeavyAxe,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,TwoHand_HeavyAxe,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,TwoHand_HeavyAxe,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,HuntingBow,back_hand,31,23,back_arm,副手或后手握点,"x±1,y±1"
2,attack,HuntingBow,front_hand,15,21,front_arm,主手或前手握点,"x±1,y±1"
2,attack,HuntingBow,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,HuntingBow,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,HuntingBow,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,HuntingBow,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,LongBow,back_hand,34,22,back_arm,副手或后手握点,"x±1,y±1"
2,attack,LongBow,front_hand,12,19,front_arm,主手或前手握点,"x±1,y±1"
2,attack,LongBow,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,LongBow,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,LongBow,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,LongBow,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
2,attack,Crossbow,back_hand,28,24,back_arm,副手或后手握点,"x±1,y±1"
2,attack,Crossbow,front_hand,22,26,front_arm,主手或前手握点,"x±1,y±1"
2,attack,Crossbow,head_center,21,12,head,头盔与头发配准,"x±0,y±0"
2,attack,Crossbow,torso_center,21,25,body,铠甲与配饰配准,"x±0,y±0"
2,attack,Crossbow,left_foot,12,45,boots,左鞋逐帧配准,"x±0,y±0"
2,attack,Crossbow,right_foot,26,44,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,Neutral,back_hand,11,33,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,Neutral,front_hand,25,32,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,Neutral,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,Neutral,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,Neutral,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,Neutral,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,OneHand_Sword,back_hand,11,33,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,OneHand_Sword,front_hand,28,30,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,OneHand_Sword,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,OneHand_Sword,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,OneHand_Sword,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,OneHand_Sword,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,OneHand_Axe,back_hand,11,33,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,OneHand_Axe,front_hand,28,27,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,OneHand_Axe,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,OneHand_Axe,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,OneHand_Axe,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,OneHand_Axe,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,TwoHand_GreatSword,back_hand,22,28,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,TwoHand_GreatSword,front_hand,29,27,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,TwoHand_GreatSword,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,TwoHand_GreatSword,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,TwoHand_GreatSword,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,TwoHand_GreatSword,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,TwoHand_HeavyAxe,back_hand,22,25,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,TwoHand_HeavyAxe,front_hand,29,26,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,TwoHand_HeavyAxe,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,TwoHand_HeavyAxe,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,TwoHand_HeavyAxe,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,TwoHand_HeavyAxe,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,HuntingBow,back_hand,27,26,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,HuntingBow,front_hand,16,23,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,HuntingBow,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,HuntingBow,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,HuntingBow,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,HuntingBow,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,LongBow,back_hand,30,25,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,LongBow,front_hand,13,21,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,LongBow,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,LongBow,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,LongBow,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,LongBow,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
3,hurt,Crossbow,back_hand,24,26,back_arm,副手或后手握点,"x±1,y±1"
3,hurt,Crossbow,front_hand,19,27,front_arm,主手或前手握点,"x±1,y±1"
3,hurt,Crossbow,head_center,18,13,head,头盔与头发配准,"x±0,y±0"
3,hurt,Crossbow,torso_center,18,26,body,铠甲与配饰配准,"x±0,y±0"
3,hurt,Crossbow,left_foot,12,46,boots,左鞋逐帧配准,"x±0,y±0"
3,hurt,Crossbow,right_foot,22,45,boots,右鞋逐帧配准,"x±0,y±0"
